Wall time,Step,Value
1702624554.716128,0,1.1467806100845337
1702624555.099933,1,0.8487275242805481
1702624555.416141,2,0.6528200507164001
1702624555.679215,3,0.5225375294685364
1702624555.957124,4,0.43825238943099976
1702624556.242912,5,0.38119930028915405
1702624556.507331,6,0.3410639464855194
1702624556.899454,7,0.312334805727005
1702624557.153456,8,0.29113006591796875
1702624557.694582,9,0.2752009928226471
