Wall time,Step,Value
1702624849.777157,0,0.46888887882232666
1702624850.279263,1,0.6349999904632568
1702624850.531442,2,0.8075000047683716
1702624850.901545,3,0.8588888645172119
1702624851.136459,4,0.8772222399711609
1702624851.416249,5,0.8891666531562805
1702624851.653813,6,0.8972222208976746
1702624852.249126,7,0.9058333039283752
1702624852.716977,8,0.9152777791023254
1702624853.313161,9,0.9163888692855835
