Wall time,Step,Value
1702885080.621172,0,0.8907999992370605
1702885098.429711,1,0.9756500124931335
1702885116.915345,2,0.9816833138465881
1702885135.680199,3,0.9851166605949402
1702885153.743288,4,0.9869499802589417
1702885171.672453,5,0.9883833527565002
1702885188.954068,6,0.9902499914169312
1702885206.499114,7,0.989883303642273
1702885223.806284,8,0.9916499853134155
1702885241.620846,9,0.9916999936103821
