Wall time,Step,Value
1702898737.43197,0,0.9604666829109192
1702898760.917997,1,0.9825666546821594
1702898784.192266,2,0.9869999885559082
1702898806.198557,3,0.9888499975204468
1702898828.831962,4,0.9907000064849854
1702898851.697956,5,0.991599977016449
1702898876.313251,6,0.9925333261489868
1702898904.030065,7,0.9937333464622498
1702898928.633884,8,0.9939333200454712
1702898955.048025,9,0.9943666458129883
