Wall time,Step,Value
1702971662.650481,0,0.9494045376777649
1702971705.327444,1,0.9926377534866333
1702971745.923206,2,0.9967111945152283
1702971786.431198,3,0.9972899556159973
1702971827.133158,4,0.9982192516326904
1702971867.908702,5,0.9986143708229065
1702971907.994312,6,0.9987757205963135
1702971949.000576,7,0.9989259839057922
1702971989.11084,8,0.9990094900131226
1702972029.467452,9,0.9991819858551025
